estacao,uf,ano,mes,latitude,longitude,chuva_total_mm,chuva_max_dia_mm,dias_com_chuva
ABROLHOS,BA,2008,7,-17.96417,-38.69611,3.8,3.8,1
ABROLHOS,BA,2008,8,-17.96417,-38.69611,23.8,11.2,4
ABROLHOS,BA,2008,9,-17.96417,-38.69611,25.4,12.2,5
ABROLHOS,BA,2008,10,-17.96417,-38.69611,16.0,6.6,4
ABROLHOS,BA,2008,11,-17.96417,-38.69611,294.0,110.2,13
ABROLHOS,BA,2008,12,-17.96417,-38.69611,130.2,82.4,7
ABROLHOS,BA,2009,1,-17.96417,-38.69611,65.0,18.0,10
ABROLHOS,BA,2009,7,-17.96417,-38.69611,47.4,16.8,5
ABROLHOS,BA,2009,8,-17.96417,-38.69611,36.4,8.6,10
ABROLHOS,BA,2009,9,-17.96417,-38.69611,61.2,52.2,4
ABROLHOS,BA,2009,10,-17.96417,-38.69611,188.6,73.6,9
ABROLHOS,BA,2009,11,-17.96417,-38.69611,40.6,17.6,6
ABROLHOS,BA,2009,12,-17.96417,-38.69611,11.2,10.4,1
ABROLHOS,BA,2010,1,-17.96417,-38.69611,32.6,8.4,7
ABROLHOS,BA,2010,2,-17.96417,-38.69611,27.6,9.6,5
ABROLHOS,BA,2010,11,-17.96417,-38.69611,393.4,80.0,14
ABROLHOS,BA,2010,12,-17.96417,-38.69611,12.2,7.8,3
ABROLHOS,BA,2011,1,-17.96417,-38.69611,17.6,7.0,5
ABROLHOS,BA,2011,2,-17.96417,-38.69611,17.4,3.8,6
ABROLHOS,BA,2011,3,-17.96417,-38.69611,83.2,25.4,11
ABROLHOS,BA,2011,4,-17.96417,-38.69611,153.2,37.2,14
ABROLHOS,BA,2011,5,-17.96417,-38.69611,54.0,20.4,8
ABROLHOS,BA,2011,6,-17.96417,-38.69611,42.8,36.0,3
ABROLHOS,BA,2011,7,-17.96417,-38.69611,14.8,7.0,4
ABROLHOS,BA,2011,8,-17.96417,-38.69611,5.4,1.8,2
ABROLHOS,BA,2011,11,-17.96417,-38.69611,156.4,51.8,10
ABROLHOS,BA,2011,12,-17.96417,-38.69611,42.4,22.0,6
ABROLHOS,BA,2012,1,-17.96417,-38.69611,21.0,9.8,5
ABROLHOS,BA,2012,2,-17.96417,-38.69611,20.4,15.4,3
ABROLHOS,BA,2012,3,-17.96417,-38.69611,25.0,11.8,4
ABROLHOS,BA,2012,4,-17.96417,-38.69611,60.2,41.6,5
ABROLHOS,BA,2012,5,-17.96417,-38.69611,92.4,25.4,10
ABROLHOS,BA,2012,10,-17.96417,-38.69611,101.4,68.0,5
ABROLHOS,BA,2012,11,-17.96417,-38.69611,258.8,175.0,11
ABROLHOS,BA,2012,12,-17.96417,-38.69611,3.6,2.2,2
ABROLHOS,BA,2013,1,-17.96417,-38.69611,44.8,32.2,6
ABROLHOS,BA,2013,2,-17.96417,-38.69611,31.2,19.0,5
ABROLHOS,BA,2013,3,-17.96417,-38.69611,36.8,22.6,5
ABROLHOS,BA,2013,4,-17.96417,-38.69611,122.4,46.6,10
ABROLHOS,BA,2013,5,-17.96417,-38.69611,55.4,20.6,6
ABROLHOS,BA,2013,6,-17.96417,-38.69611,97.6,61.8,7
ABROLHOS,BA,2013,10,-17.96417,-38.69611,140.0,89.0,11
ABROLHOS,BA,2013,11,-17.96417,-38.69611,67.0,16.4,11
ABROLHOS,BA,2013,12,-17.96417,-38.69611,165.2,37.6,12
ABROLHOS,BA,2014,1,-17.96417,-38.69611,48.4,13.4,7
ABROLHOS,BA,2014,2,-17.96417,-38.69611,85.0,21.2,13
ABROLHOS,BA,2014,3,-17.96417,-38.69611,16.0,5.2,4
ABROLHOS,BA,2014,7,-17.96417,-38.69611,27.4,11.6,6
ABROLHOS,BA,2014,8,-17.96417,-38.69611,15.6,5.0,6
ABROLHOS,BA,2014,9,-17.96417,-38.69611,11.2,8.8,2
ABROLHOS,BA,2014,12,-17.96417,-38.69611,63.8,30.0,7
ABROLHOS,BA,2015,1,-17.96417,-38.69611,12.6,5.4,4
ABROLHOS,BA,2015,2,-17.96417,-38.69611,118.0,53.6,8
ABROLHOS,BA,2015,3,-17.96417,-38.69611,68.4,30.6,9
ABROLHOS,BA,2015,4,-17.96417,-38.69611,33.4,11.2,5
ABROLHOS,BA,2015,5,-17.96417,-38.69611,29.6,8.4,7
ABROLHOS,BA,2015,6,-17.96417,-38.69611,113.4,45.8,8
ABROLHOS,BA,2015,7,-17.96417,-38.69611,63.0,34.4,12
ABROLHOS,BA,2015,8,-17.96417,-38.69611,15.2,3.0,6
ABROLHOS,BA,2015,9,-17.96417,-38.69611,0.6,0.2,0
ABROLHOS,BA,2015,10,-17.96417,-38.69611,38.0,19.8,4
ABROLHOS,BA,2015,11,-17.96417,-38.69611,6.0,2.4,2
ABROLHOS,BA,2015,12,-17.96417,-38.69611,35.6,11.6,6
ABROLHOS,BA,2016,1,-17.96417,-38.69611,170.2,62.2,12
ABROLHOS,BA,2016,2,-17.96417,-38.69611,2.6,2.6,1
ABROLHOS,BA,2016,3,-17.96417,-38.69611,23.0,4.4,10
ABROLHOS,BA,2016,4,-17.96417,-38.69611,49.8,32.0,5
ABROLHOS,BA,2016,5,-17.96417,-38.69611,0.0,0.0,0
ABROLHOS,BA,2016,6,-17.96417,-38.69611,0.0,0.0,0
ABROLHOS,BA,2016,7,-17.96417,-38.69611,0.0,0.0,0
ABROLHOS,BA,2016,10,-17.96417,-38.69611,0.0,0.0,0
ABROLHOS,BA,2016,11,-17.96417,-38.69611,0.0,0.0,0
ABROLHOS,BA,2016,12,-17.96417,-38.69611,0.0,0.0,0
ABROLHOS,BA,2017,1,-17.96417,-38.69611,0.0,0.0,0
ABROLHOS,BA,2018,8,-17.96417,-38.69611,22.4,12.0,4
ABROLHOS,BA,2018,9,-17.96417,-38.69611,40.8,27.4,4
ABROLHOS,BA,2018,10,-17.96417,-38.69611,66.2,29.0,6
ABROLHOS,BA,2018,11,-17.96417,-38.69611,75.8,28.0,8
ABROLHOS,BA,2018,12,-17.96417,-38.69611,167.8,68.4,9
ABROLHOS,BA,2019,1,-17.96302,-38.70329,10.2,5.0,2
ABROLHOS,BA,2019,2,-17.96302,-38.70329,39.2,36.4,2
ABROLHOS,BA,2019,3,-17.96302,-38.70329,139.8,68.4,8
ABROLHOS,BA,2019,4,-17.96302,-38.70329,38.2,15.6,7
ABROLHOS,BA,2019,5,-17.96302,-38.70329,118.8,57.8,10
ABROLHOS,BA,2019,6,-17.96302,-38.70329,77.0,27.0,10
ABROLHOS,BA,2019,7,-17.96302,-38.70329,28.6,8.4,5
ABROLHOS,BA,2019,8,-17.96302,-38.70329,44.8,10.8,8
ABROLHOS,BA,2019,9,-17.96302,-38.70329,84.8,69.8,6
ABROLHOS,BA,2019,10,-17.96302,-38.70329,85.2,38.0,8
ABROLHOS,BA,2019,11,-17.96302,-38.70329,50.0,43.2,4
ABROLHOS,BA,2020,1,-17.96302,-38.70329,163.6,76.4,6
ABROLHOS,BA,2020,2,-17.96302,-38.70329,10.0,3.6,3
ABROLHOS,BA,2020,3,-17.96302,-38.70329,97.8,20.8,17
ABROLHOS,BA,2020,4,-17.96302,-38.70329,91.8,28.0,9
ABROLHOS,BA,2020,5,-17.96302,-38.70329,28.6,8.8,6
ABROLHOS,BA,2020,6,-17.96302,-38.70329,24.8,12.4,6
ABROLHOS,BA,2020,7,-17.96302,-38.70329,31.6,9.4,8
ABROLHOS,BA,2020,8,-17.96302,-38.70329,50.2,8.6,13
ABROLHOS,BA,2020,9,-17.96302,-38.70329,10.6,4.4,3
ABROLHOS,BA,2020,10,-17.96302,-38.70329,77.6,21.2,7
ACARAU,CE,2009,4,-3.12083,-40.08694,83.2,30.6,7
ACARAU,CE,2009,5,-3.12083,-40.08694,190.2,34.4,20
ACARAU,CE,2009,6,-3.12083,-40.08694,183.6,56.0,14
ACARAU,CE,2009,7,-3.12083,-40.08694,40.8,13.2,7
ACARAU,CE,2009,8,-3.12083,-40.08694,5.2,2.4,2
ACARAU,CE,2009,9,-3.12083,-40.08694,0.6,0.6,0
ACARAU,CE,2009,10,-3.12083,-40.08694,0.0,0.0,0
ACARAU,CE,2009,11,-3.12083,-40.08694,2.2,1.6,1
ACARAU,CE,2009,12,-3.12083,-40.08694,1.6,0.6,0
ACARAU,CE,2010,1,-3.12083,-40.08694,42.0,33.6,5
ACARAU,CE,2010,2,-3.12083,-40.08694,8.4,3.4,3
ACARAU,CE,2010,3,-3.12083,-40.08694,152.0,50.4,11
ACARAU,CE,2010,4,-3.12083,-40.08694,162.8,31.0,17
ACARAU,CE,2010,5,-3.12083,-40.08694,85.2,33.4,6
ACARAU,CE,2010,6,-3.12083,-40.08694,4.2,2.0,2
ACARAU,CE,2010,7,-3.12083,-40.08694,1.4,1.4,1
ACARAU,CE,2010,8,-3.12083,-40.08694,0.4,0.4,0
ACARAU,CE,2010,9,-3.12083,-40.08694,0.0,0.0,0
ACARAU,CE,2010,10,-3.12083,-40.08694,0.2,0.2,0
ACARAU,CE,2010,11,-3.12083,-40.08694,15.4,3.6,5
ACARAU,CE,2010,12,-3.12083,-40.08694,32.4,8.0,11
ACARAU,CE,2011,1,-3.12083,-40.08694,242.6,44.2,20
ACARAU,CE,2011,2,-3.12083,-40.08694,256.6,29.6,20
ACARAU,CE,2011,3,-3.12083,-40.08694,251.4,24.8,25
ACARAU,CE,2011,4,-3.12083,-40.08694,489.4,157.6,23
ACARAU,CE,2011,5,-3.12083,-40.08694,113.0,20.8,15
ACARAU,CE,2011,6,-3.12083,-40.08694,72.0,32.6,11
ACARAU,CE,2011,7,-3.12083,-40.08694,50.2,13.4,9
ACARAU,CE,2011,8,-3.12083,-40.08694,19.6,11.0,3
ACARAU,CE,2011,9,-3.12083,-40.08694,2.4,0.8,0
ACARAU,CE,2011,10,-3.12083,-40.08694,1.6,1.0,1
ACARAU,CE,2011,11,-3.12083,-40.08694,0.8,0.2,0
ACARAU,CE,2011,12,-3.12083,-40.08694,3.2,2.8,1
ACARAU,CE,2012,1,-3.12083,-40.08694,51.6,47.4,3
ACARAU,CE,2012,2,-3.12083,-40.08694,89.2,24.8,8
ACARAU,CE,2012,3,-3.12083,-40.08694,142.2,30.2,18
ACARAU,CE,2012,4,-3.12083,-40.08694,113.0,34.0,9
ACARAU,CE,2012,5,-3.12083,-40.08694,30.0,8.2,7
ACARAU,CE,2012,6,-3.12083,-40.08694,11.0,4.4,3
ACARAU,CE,2012,7,-3.12083,-40.08694,0.4,0.2,0
ACARAU,CE,2012,8,-3.12083,-40.08694,0.0,0.0,0
ACARAU,CE,2012,9,-3.12083,-40.08694,0.8,0.8,0
ACARAU,CE,2012,10,-3.12083,-40.08694,0.0,0.0,0
ACARAU,CE,2012,11,-3.12083,-40.08694,0.8,0.8,0
ACARAU,CE,2012,12,-3.12083,-40.08694,0.2,0.2,0
ACARAU,CE,2013,1,-3.12083,-40.08694,29.4,10.0,4
ACARAU,CE,2013,2,-3.12083,-40.08694,57.8,16.8,9
ACARAU,CE,2013,3,-3.12083,-40.08694,98.2,22.0,12
ACARAU,CE,2013,4,-3.12083,-40.08694,220.6,41.6,18
ACARAU,CE,2013,5,-3.12083,-40.08694,101.6,44.6,9
ACARAU,CE,2013,6,-3.12083,-40.08694,49.4,11.0,8
ACARAU,CE,2013,7,-3.12083,-40.08694,4.6,2.0,2
ACARAU,CE,2013,8,-3.12083,-40.08694,0.2,0.2,0
ACARAU,CE,2013,9,-3.12083,-40.08694,0.4,0.4,0
ACARAU,CE,2013,10,-3.12083,-40.08694,0.0,0.0,0
ACARAU,CE,2013,11,-3.12083,-40.08694,3.2,2.8,1
ACARAU,CE,2013,12,-3.12083,-40.08694,7.6,6.4,2
ACARAU,CE,2014,1,-3.12083,-40.08694,36.2,10.6,6
ACARAU,CE,2014,2,-3.12083,-40.08694,102.6,18.2,10
ACARAU,CE,2014,3,-3.12083,-40.08694,100.0,35.2,13
ACARAU,CE,2014,6,-3.12083,-40.08694,10.6,4.8,2
ACARAU,CE,2014,7,-3.12083,-40.08694,0.0,0.0,0
ACARAU,CE,2014,8,-3.12083,-40.08694,6.0,6.0,1
ACARAU,CE,2014,9,-3.12083,-40.08694,0.0,0.0,0
ACARAU,CE,2014,10,-3.12083,-40.08694,1.4,1.4,1
ACARAU,CE,2014,11,-3.12083,-40.08694,1.0,1.0,1
ACARAU,CE,2014,12,-3.12083,-40.08694,0.2,0.2,0
ACARAU,CE,2015,1,-3.12083,-40.08694,4.2,3.4,1
ACARAU,CE,2015,2,-3.12083,-40.08694,191.2,71.6,14
ACARAU,CE,2015,3,-3.12083,-40.08694,288.8,49.6,24
ACARAU,CE,2015,4,-3.12083,-40.08694,370.6,68.0,24
ACARAU,CE,2015,5,-3.12083,-40.08694,71.8,18.2,11
ACARAU,CE,2015,6,-3.12083,-40.08694,21.6,15.8,3
ACARAU,CE,2015,7,-3.12083,-40.08694,45.0,22.2,4
ACARAU,CE,2015,8,-3.12083,-40.08694,0.2,0.2,0
ACARAU,CE,2015,9,-3.12083,-40.08694,1.4,1.2,1
ACARAU,CE,2015,10,-3.12083,-40.08694,0.0,0.0,0
ACARAU,CE,2015,11,-3.12083,-40.08694,0.0,0.0,0
ACARAU,CE,2015,12,-3.12083,-40.08694,8.0,3.6,3
ACARAU,CE,2016,1,-3.12083,-40.08694,174.4,44.4,15
ACARAU,CE,2016,2,-3.12083,-40.08694,91.8,24.2,11
ACARAU,CE,2016,4,-3.12083,-40.08694,50.8,33.0,4
ACARAU,CE,2016,5,-3.12083,-40.08694,21.2,8.6,4
ACARAU,CE,2016,6,-3.12083,-40.08694,10.6,10.6,1
ACARAU,CE,2016,7,-3.12083,-40.08694,1.6,1.4,1
ACARAU,CE,2016,10,-3.12083,-40.08694,0.6,0.6,0
ACARAU,CE,2016,11,-3.12083,-40.08694,0.4,0.4,0
ACARAU,CE,2016,12,-3.12083,-40.08694,13.6,8.0,2
ACARAU,CE,2017,1,-3.12083,-40.08694,75.0,18.6,9
ACARAU,CE,2017,2,-3.12083,-40.08694,143.2,55.8,12
ACARAU,CE,2017,3,-3.12083,-40.08694,192.6,25.4,25
ACARAU,CE,2017,4,-3.12083,-40.08694,244.8,72.2,17
ACARAU,CE,2017,5,-3.12083,-40.08694,153.4,51.0,10
ACARAU,CE,2017,6,-3.12083,-40.08694,27.0,23.8,3
ACARAU,CE,2017,7,-3.12083,-40.08694,2.2,1.2,1
ACARAU,CE,2017,8,-3.12083,-40.08694,0.0,0.0,0
ACARAU,CE,2017,9,-3.12083,-40.08694,0.0,0.0,0
ACARAU,CE,2017,10,-3.12083,-40.08694,0.0,0.0,0
ACARAU,CE,2017,11,-3.12083,-40.08694,0.0,0.0,0
ACARAU,CE,2017,12,-3.12083,-40.08694,0.6,0.4,0
ACARAU,CE,2018,6,-3.12083,-40.08694,0.8,0.6,0
ACARAU,CE,2018,7,-3.12083,-40.08694,6.4,4.2,2
ACARAU,CE,2018,8,-3.12083,-40.08694,0.0,0.0,0
ACARAU,CE,2018,9,-3.12083,-40.08694,0.2,0.2,0
ACARAU,CE,2018,10,-3.12083,-40.08694,0.0,0.0,0
ACARAU,CE,2018,11,-3.12083,-40.08694,0.4,0.2,0
ACARAU,CE,2019,2,-3.12107,-40.08729,223.6,65.4,16
ACARAU,CE,2019,3,-3.12107,-40.08729,415.0,38.4,26
ACARAU,CE,2019,7,-3.12107,-40.08729,9.0,6.0,2
ACARAU,CE,2019,8,-3.12107,-40.08729,0.4,0.4,0
ACARAU,CE,2019,9,-3.12107,-40.08729,0.0,0.0,0
ACARAU,CE,2019,10,-3.12107,-40.08729,0.0,0.0,0
ACARAU,CE,2019,11,-3.12107,-40.08729,0.6,0.4,0
ACARAU,CE,2019,12,-3.12107,-40.08729,15.4,7.6,2
ACARAU,CE,2020,1,-3.12107,-40.08729,160.2,29.2,20
ACARAU,CE,2020,2,-3.12107,-40.08729,146.2,27.8,13
ACARAU,CE,2022,8,-3.12111,-40.08722,0.2,0.2,0
ACARAU,CE,2022,9,-3.12111,-40.08722,1.2,0.4,0
ACARAU,CE,2022,10,-3.12111,-40.08722,1.2,0.2,0
ACARAU,CE,2022,11,-3.12111,-40.08722,11.8,11.0,1
ACARAU,CE,2022,12,-3.12111,-40.08722,82.2,49.6,5
ACARAU,CE,2023,3,-3.12111,-40.08722,277.6,48.4,19
ACARAU,CE,2023,4,-3.12111,-40.08722,227.6,48.8,18
ACARAU,CE,2023,5,-3.12111,-40.08722,65.8,24.6,10
ACARAU,CE,2023,6,-3.12111,-40.08722,26.0,11.8,5
ACARAU,CE,2023,7,-3.12111,-40.08722,4.8,2.2,2
ACARAU,CE,2023,8,-3.12111,-40.08722,4.2,1.4,1
ACARAU,CE,2023,9,-3.12111,-40.08722,1.2,0.4,0
ACARAU,CE,2023,10,-3.12111,-40.08722,0.0,0.0,0
ACARAU,CE,2023,11,-3.12111,-40.08722,1.6,0.8,0
ACARAU,CE,2023,12,-3.12111,-40.08722,12.6,6.0,3
ACARAU,CE,2024,1,-3.12111,-40.08722,54.8,23.8,6
ACARAU,CE,2024,2,-3.12111,-40.08722,271.4,73.4,15
ACARAU,CE,2024,3,-3.12111,-40.08722,282.4,47.8,26
ACARAU,CE,2024,4,-3.12111,-40.08722,347.8,53.2,24
ACARAU,CE,2024,5,-3.12111,-40.08722,99.0,15.8,14
ACARAU,CE,2024,6,-3.12111,-40.08722,37.8,25.6,5
ACARAU,CE,2024,7,-3.12111,-40.08722,9.2,5.2,2
ACEGUA,RS,2025,10,-31.87472,-54.11972,17.4,6.6,4
ACEGUA,RS,2025,11,-31.87472,-54.11972,73.0,30.0,5
ACEGUA,RS,2025,12,-31.87472,-54.11972,208.4,87.2,10
AFONSO CLAUDIO,ES,2011,10,-20.10417,-41.10694,119.2,47.6,9
AFONSO CLAUDIO,ES,2011,11,-20.10417,-41.10694,298.0,45.8,15
AFONSO CLAUDIO,ES,2011,12,-20.10417,-41.10694,203.6,46.0,18
AFONSO CLAUDIO,ES,2012,1,-20.10417,-41.10694,238.8,58.8,12
AFONSO CLAUDIO,ES,2012,2,-20.10417,-41.10694,28.2,9.6,4
AFONSO CLAUDIO,ES,2012,3,-20.10417,-41.10694,64.6,43.4,7
AFONSO CLAUDIO,ES,2012,4,-20.10417,-41.10694,59.4,34.0,8
AFONSO CLAUDIO,ES,2012,5,-20.10417,-41.10694,67.2,17.6,8
AFONSO CLAUDIO,ES,2012,6,-20.10417,-41.10694,7.0,3.6,2
AFONSO CLAUDIO,ES,2012,7,-20.10417,-41.10694,8.2,4.6,3
AFONSO CLAUDIO,ES,2012,8,-20.10417,-41.10694,24.6,8.0,6
AFONSO CLAUDIO,ES,2012,9,-20.10417,-41.10694,31.2,19.8,5
AFONSO CLAUDIO,ES,2012,10,-20.10417,-41.10694,21.4,4.4,8
AFONSO CLAUDIO,ES,2012,11,-20.10417,-41.10694,207.8,34.6,20
AFONSO CLAUDIO,ES,2012,12,-20.10417,-41.10694,78.4,31.6,5
AFONSO CLAUDIO,ES,2013,1,-20.10417,-41.10694,256.4,54.8,14
AFONSO CLAUDIO,ES,2013,2,-20.10417,-41.10694,61.6,21.6,5
AFONSO CLAUDIO,ES,2013,3,-20.10417,-41.10694,97.0,35.2,13
AFONSO CLAUDIO,ES,2013,4,-20.10417,-41.10694,96.6,47.2,6
AFONSO CLAUDIO,ES,2013,5,-20.10417,-41.10694,58.0,31.4,6
AFONSO CLAUDIO,ES,2013,6,-20.10417,-41.10694,11.0,9.8,1
AFONSO CLAUDIO,ES,2013,7,-20.10417,-41.10694,3.8,2.6,1
AFONSO CLAUDIO,ES,2013,8,-20.10417,-41.10694,27.0,18.0,3
AFONSO CLAUDIO,ES,2013,9,-20.10417,-41.10694,36.0,27.2,5
AFONSO CLAUDIO,ES,2013,10,-20.10417,-41.10694,51.6,15.2,6
AFONSO CLAUDIO,ES,2013,11,-20.10417,-41.10694,145.0,51.6,11
AFONSO CLAUDIO,ES,2013,12,-20.10417,-41.10694,508.0,95.8,19
AFONSO CLAUDIO,ES,2014,1,-20.10417,-41.10694,14.2,8.4,3
AFONSO CLAUDIO,ES,2014,2,-20.10417,-41.10694,33.8,14.8,7
AFONSO CLAUDIO,ES,2014,3,-20.10417,-41.10694,24.0,11.0,5
AFONSO CLAUDIO,ES,2014,4,-20.10417,-41.10694,77.4,35.8,6
AFONSO CLAUDIO,ES,2014,5,-20.10417,-41.10694,20.8,13.2,2
AFONSO CLAUDIO,ES,2014,6,-20.10417,-41.10694,17.4,12.4,4
AFONSO CLAUDIO,ES,2014,7,-20.10417,-41.10694,59.8,34.0,6
AFONSO CLAUDIO,ES,2014,8,-20.10417,-41.10694,3.6,2.2,1
AFONSO CLAUDIO,ES,2014,9,-20.10417,-41.10694,12.0,9.2,2
AFONSO CLAUDIO,ES,2014,10,-20.10417,-41.10694,76.2,25.6,8
AFONSO CLAUDIO,ES,2014,11,-20.10417,-41.10694,213.0,70.0,9
AFONSO CLAUDIO,ES,2014,12,-20.10417,-41.10694,102.4,57.6,7
AFONSO CLAUDIO,ES,2015,1,-20.10417,-41.10694,0.0,0.0,0
AFONSO CLAUDIO,ES,2015,2,-20.10417,-41.10694,190.4,57.4,7
AFONSO CLAUDIO,ES,2015,3,-20.10417,-41.10694,48.4,25.6,5
AFONSO CLAUDIO,ES,2015,4,-20.10417,-41.10694,47.0,20.8,8
AFONSO CLAUDIO,ES,2015,5,-20.10417,-41.10694,64.6,26.2,8
AFONSO CLAUDIO,ES,2015,6,-20.10417,-41.10694,14.2,9.6,2
AFONSO CLAUDIO,ES,2015,7,-20.10417,-41.10694,6.6,1.8,3
AFONSO CLAUDIO,ES,2015,8,-20.10417,-41.10694,0.8,0.4,0
AFONSO CLAUDIO,ES,2015,9,-20.10417,-41.10694,30.4,12.2,4
AFONSO CLAUDIO,ES,2015,10,-20.10417,-41.10694,8.0,2.2,4
AFONSO CLAUDIO,ES,2015,11,-20.10417,-41.10694,42.2,23.2,6
AFONSO CLAUDIO,ES,2015,12,-20.10417,-41.10694,74.6,32.8,6
AFONSO CLAUDIO,ES,2016,1,-20.10417,-41.10694,233.0,52.4,18
AFONSO CLAUDIO,ES,2016,2,-20.10417,-41.10694,120.6,55.8,4
AFONSO CLAUDIO,ES,2016,5,-20.10417,-41.10694,1.0,0.6,0
AFONSO CLAUDIO,ES,2016,6,-20.10417,-41.10694,23.0,18.8,4
AFONSO CLAUDIO,ES,2016,7,-20.10417,-41.10694,7.4,4.8,2
AFONSO CLAUDIO,ES,2016,8,-20.10417,-41.10694,3.6,2.0,2
AFONSO CLAUDIO,ES,2016,9,-20.10417,-41.10694,25.0,15.8,3
AFONSO CLAUDIO,ES,2016,10,-20.10417,-41.10694,36.0,11.8,6
AFONSO CLAUDIO,ES,2016,11,-20.10417,-41.10694,227.4,45.2,12
AFONSO CLAUDIO,ES,2016,12,-20.10417,-41.10694,150.8,91.2,9
AFONSO CLAUDIO,ES,2017,1,-20.10417,-41.10694,20.8,17.4,2
AFONSO CLAUDIO,ES,2017,2,-20.10417,-41.10694,93.6,30.8,7
AFONSO CLAUDIO,ES,2017,3,-20.10417,-41.10694,33.2,16.4,8
AFONSO CLAUDIO,ES,2017,4,-20.10417,-41.10694,50.8,18.8,6
AFONSO CLAUDIO,ES,2017,5,-20.10417,-41.10694,31.6,9.8,8
AFONSO CLAUDIO,ES,2017,6,-20.10417,-41.10694,11.6,7.4,3
AFONSO CLAUDIO,ES,2017,7,-20.10417,-41.10694,12.4,5.0,4
AFONSO CLAUDIO,ES,2017,8,-20.10417,-41.10694,0.2,0.2,0
AFONSO CLAUDIO,ES,2017,9,-20.10417,-41.10694,30.4,28.6,2
AFONSO CLAUDIO,ES,2017,10,-20.10417,-41.10694,35.6,19.6,3
AFONSO CLAUDIO,ES,2017,11,-20.10417,-41.10694,98.2,21.0,14
AFONSO CLAUDIO,ES,2017,12,-20.10417,-41.10694,253.6,90.8,13
AFONSO CLAUDIO,ES,2018,1,-20.10417,-41.10694,84.0,39.0,6
AFONSO CLAUDIO,ES,2018,2,-20.10417,-41.10694,258.0,68.0,13
AFONSO CLAUDIO,ES,2018,5,-20.10417,-41.10694,64.2,23.8,8
AFONSO CLAUDIO,ES,2018,6,-20.10417,-41.10694,8.0,5.4,2
AFONSO CLAUDIO,ES,2018,7,-20.10417,-41.10694,4.8,2.4,2
AFONSO CLAUDIO,ES,2018,8,-20.10417,-41.10694,35.4,17.2,4
AFONSO CLAUDIO,ES,2018,9,-20.10417,-41.10694,27.6,11.6,6
AFONSO CLAUDIO,ES,2018,10,-20.10417,-41.10694,65.6,17.4,10
AFONSO CLAUDIO,ES,2018,11,-20.10417,-41.10694,75.0,21.2,11
AFONSO CLAUDIO,ES,2018,12,-20.10417,-41.10694,248.0,51.0,12
AFONSO CLAUDIO,ES,2019,1,-20.10417,-41.10694,3.8,3.4,1
AFONSO CLAUDIO,ES,2019,2,-20.10417,-41.10694,97.0,25.0,10
AFONSO CLAUDIO,ES,2019,3,-20.10417,-41.10694,197.6,45.6,12
AFONSO CLAUDIO,ES,2019,4,-20.10417,-41.10694,27.6,12.2,5
AFONSO CLAUDIO,ES,2019,7,-20.10417,-41.10694,4.6,2.0,2
AFONSO CLAUDIO,ES,2019,8,-20.10417,-41.10694,9.6,9.6,1
AFONSO CLAUDIO,ES,2019,9,-20.10417,-41.10694,35.2,35.2,1
AFONSO CLAUDIO,ES,2019,10,-20.10417,-41.10694,44.2,19.4,6
AFONSO CLAUDIO,ES,2019,11,-20.10417,-41.10694,167.8,35.2,19
AFONSO CLAUDIO,ES,2019,12,-20.10417,-41.10694,174.6,37.0,10
AFONSO CLAUDIO,ES,2020,1,-20.10417,-41.10694,278.4,69.6,15
AFONSO CLAUDIO,ES,2020,2,-20.10417,-41.10694,151.4,47.6,10
AFONSO CLAUDIO,ES,2020,3,-20.10417,-41.10694,184.2,42.6,14
AFONSO CLAUDIO,ES,2020,4,-20.10417,-41.10694,57.6,18.2,8
AFONSO CLAUDIO,ES,2021,2,-20.10417,-41.10694,247.8,55.8,15
AFONSO CLAUDIO,ES,2021,3,-20.10417,-41.10694,111.6,37.6,7
AFONSO CLAUDIO,ES,2021,4,-20.10417,-41.10694,48.8,24.8,5
AFONSO CLAUDIO,ES,2021,5,-20.10417,-41.10694,1.4,0.4,0
AFONSO CLAUDIO,ES,2021,6,-20.10417,-41.10694,21.6,12.4,2
AFONSO CLAUDIO,ES,2021,7,-20.10417,-41.10694,0.2,0.2,0
AFONSO CLAUDIO,ES,2021,8,-20.10417,-41.10694,3.0,2.4,1
AFONSO CLAUDIO,ES,2021,9,-20.10417,-41.10694,14.6,13.4,1
AFONSO CLAUDIO,ES,2021,10,-20.10417,-41.10694,211.4,56.2,10
AFONSO CLAUDIO,ES,2021,11,-20.10417,-41.10694,214.2,38.0,15
AFONSO CLAUDIO,ES,2022,1,-20.10417,-41.10694,215.4,62.0,8
AFONSO CLAUDIO,ES,2022,2,-20.10417,-41.10694,139.0,43.4,14
AFONSO CLAUDIO,ES,2022,4,-20.10417,-41.10694,68.4,37.8,3
AFONSO CLAUDIO,ES,2022,5,-20.10417,-41.10694,17.8,8.2,4
AFONSO CLAUDIO,ES,2022,6,-20.10417,-41.10694,0.6,0.2,0
AFONSO CLAUDIO,ES,2022,7,-20.10417,-41.10694,6.6,2.6,3
AFONSO CLAUDIO,ES,2022,8,-20.10417,-41.10694,25.0,17.8,2
AFONSO CLAUDIO,ES,2022,9,-20.10417,-41.10694,24.0,10.6,3
AFONSO CLAUDIO,ES,2022,10,-20.10417,-41.10694,63.6,29.2,4
AFONSO CLAUDIO,ES,2022,11,-20.10417,-41.10694,161.8,52.0,12
