estacao,uf,ano,mes,latitude,longitude,chuva_total_mm,chuva_max_dia_mm,dias_com_chuva
VILA VELHA,ES,2017,5,-20.46694,-40.40417,161.8,100.6,8
VILA VELHA,ES,2017,6,-20.46694,-40.40417,106.0,23.4,9
VILA VELHA,ES,2017,7,-20.46694,-40.40417,207.2,29.8,23
VILA VELHA,ES,2017,8,-20.46694,-40.40417,14.0,4.4,5
VILA VELHA,ES,2017,9,-20.46694,-40.40417,38.6,6.0,9
VILA VELHA,ES,2017,10,-20.46694,-40.40417,56.4,26.2,6
VILA VELHA,ES,2017,11,-20.46694,-40.40417,186.4,102.2,15
VILA VELHA,ES,2017,12,-20.46694,-40.40417,172.8,54.2,8
VILA VELHA,ES,2018,1,-20.46694,-40.40417,73.2,36.4,7
VILA VELHA,ES,2018,2,-20.46694,-40.40417,163.2,50.4,10
VILA VELHA,ES,2018,3,-20.46694,-40.40417,154.6,42.0,12
VILA VELHA,ES,2018,4,-20.46694,-40.40417,189.2,82.6,15
VILA VELHA,ES,2018,5,-20.46694,-40.40417,213.2,65.2,10
VILA VELHA,ES,2018,6,-20.46694,-40.40417,42.6,16.6,8
VILA VELHA,ES,2018,7,-20.46694,-40.40417,5.8,2.6,3
VILA VELHA,ES,2018,8,-20.46694,-40.40417,125.8,40.6,8
VILA VELHA,ES,2018,9,-20.46694,-40.40417,46.6,17.0,8
VILA VELHA,ES,2018,10,-20.46694,-40.40417,139.4,40.0,14
VILA VELHA,ES,2018,11,-20.46694,-40.40417,293.2,86.4,11
VILA VELHA,ES,2018,12,-20.46694,-40.40417,118.6,27.4,9
VILA VELHA,ES,2019,1,-20.46707,-40.40405,0.6,0.4,0
VILA VELHA,ES,2019,2,-20.46707,-40.40405,118.6,73.6,7
VILA VELHA,ES,2019,3,-20.46707,-40.40405,38.6,21.4,4
VILA VELHA,ES,2019,4,-20.46707,-40.40405,50.4,17.6,8
VILA VELHA,ES,2019,5,-20.46707,-40.40405,217.0,191.8,5
VILA VELHA,ES,2019,6,-20.46707,-40.40405,36.6,10.2,7
VILA VELHA,ES,2019,7,-20.46707,-40.40405,40.2,8.0,7
VILA VELHA,ES,2019,8,-20.46707,-40.40405,52.6,12.0,11
VILA VELHA,ES,2019,9,-20.46707,-40.40405,89.8,42.8,7
VILA VELHA,ES,2019,10,-20.46707,-40.40405,28.6,9.6,6
VILA VELHA,ES,2019,11,-20.46707,-40.40405,193.8,106.2,5
VILA VELHA,ES,2020,2,-20.46694,-40.40389,117.6,63.4,7
VILA VELHA,ES,2020,3,-20.46694,-40.40389,305.0,174.2,13
VILA VELHA,ES,2020,4,-20.46694,-40.40389,23.2,9.4,5
VILA VELHA,ES,2020,5,-20.46694,-40.40389,46.8,23.6,6
VILA VELHA,ES,2020,6,-20.46694,-40.40389,77.2,42.6,6
VILA VELHA,ES,2020,7,-20.46694,-40.40389,113.4,74.6,8
VILA VELHA,ES,2020,8,-20.46694,-40.40389,52.0,19.6,9
VILA VELHA,ES,2020,9,-20.46694,-40.40389,120.2,65.2,4
VILA VELHA,ES,2020,10,-20.46694,-40.40389,167.6,49.0,15
VILA VELHA,ES,2020,11,-20.46694,-40.40389,76.8,23.0,8
VILA VELHA,ES,2020,12,-20.46694,-40.40389,143.0,55.2,7
VILA VELHA,ES,2021,1,-20.46694,-40.40389,4.2,2.8,2
VILA VELHA,ES,2021,2,-20.46694,-40.40389,215.4,57.0,14
VILA VELHA,ES,2021,3,-20.46694,-40.40389,226.8,56.4,9
VILA VELHA,ES,2021,4,-20.46694,-40.40389,90.6,23.8,9
VILA VELHA,ES,2021,5,-20.46694,-40.40389,94.2,73.2,3
VILA VELHA,ES,2021,6,-20.46694,-40.40389,85.0,34.8,7
VILA VELHA,ES,2021,7,-20.46694,-40.40389,6.0,2.8,2
VILA VELHA,ES,2021,12,-20.46694,-40.40389,94.2,25.6,13
VILA VELHA,ES,2022,1,-20.46694,-40.40389,94.8,29.0,7
VILA VELHA,ES,2022,2,-20.46694,-40.40389,112.8,21.4,13
VILA VELHA,ES,2022,3,-20.46694,-40.40389,39.0,30.4,3
VILA VELHA,ES,2022,4,-20.46694,-40.40389,12.0,7.2,4
VILA VELHA,ES,2022,5,-20.46694,-40.40389,39.0,17.2,4
VILA VELHA,ES,2022,6,-20.46694,-40.40389,9.4,7.4,1
VILA VELHA,ES,2022,7,-20.46694,-40.40389,16.2,5.0,6
VILA VELHA,ES,2022,8,-20.46694,-40.40389,26.0,10.8,6
VILA VELHA,ES,2022,9,-20.46694,-40.40389,25.4,12.2,5
VILA VELHA,ES,2022,10,-20.46694,-40.40389,93.8,39.8,10
VILA VELHA,ES,2022,11,-20.46694,-40.40389,311.4,74.8,12
VILA VELHA,ES,2022,12,-20.46694,-40.40389,274.2,48.0,14
VILA VELHA,ES,2023,1,-20.46694,-40.40389,168.6,42.0,11
VILA VELHA,ES,2023,2,-20.46694,-40.40389,12.6,8.2,2
VILA VELHA,ES,2023,3,-20.46694,-40.40389,62.6,24.2,5
VILA VELHA,ES,2023,4,-20.46694,-40.40389,120.2,30.4,17
VILA VELHA,ES,2023,5,-20.46694,-40.40389,68.8,23.8,10
VILA VELHA,ES,2023,6,-20.46694,-40.40389,17.2,9.6,3
VILA VELHA,ES,2023,7,-20.46694,-40.40389,136.2,42.2,10
VILA VELHA,ES,2023,8,-20.46694,-40.40389,172.4,56.2,9
VILA VELHA,ES,2023,9,-20.46694,-40.40389,16.6,8.6,3
VILA VELHA,ES,2023,10,-20.46694,-40.40389,43.0,13.8,6
VILA VELHA,ES,2023,11,-20.46694,-40.40389,27.8,14.4,4
VILA VELHA,ES,2023,12,-20.46694,-40.40389,89.8,23.4,12
VILA VELHA,ES,2024,1,-20.46694,-40.40389,229.8,75.0,15
VILA VELHA,ES,2024,2,-20.46694,-40.40389,128.6,35.2,10
VILA VELHA,ES,2024,3,-20.46694,-40.40389,138.4,61.2,8
VILA VELHA,ES,2024,4,-20.46694,-40.40389,73.6,36.6,8
VILA VELHA,ES,2024,5,-20.46694,-40.40389,26.8,11.6,5
VILA VELHA,ES,2024,7,-20.46694,-40.40389,23.6,12.6,2
VILA VELHA,ES,2024,8,-20.46694,-40.40389,54.8,32.4,4
VILA VELHA,ES,2024,9,-20.46694,-40.40389,35.2,28.4,3
VILA VELHA,ES,2024,10,-20.46694,-40.40389,267.0,92.8,11
VILA VELHA,ES,2024,11,-20.46694,-40.40389,169.8,31.4,11
VILA VELHA,ES,2024,12,-20.46694,-40.40389,119.6,40.4,9
VILA VELHA,ES,2025,1,-20.46694,-40.40389,143.0,42.4,11
VILA VELHA,ES,2025,2,-20.46694,-40.40389,24.4,7.4,5
VILA VELHA,ES,2025,3,-20.46694,-40.40389,132.4,37.6,11
VILA VELHA,ES,2025,4,-20.46694,-40.40389,260.6,98.8,12
VILA VELHA,ES,2025,5,-20.46694,-40.40389,177.0,39.8,18
VILA VELHA,ES,2025,6,-20.46694,-40.40389,15.2,6.0,4
VILA VELHA,ES,2025,7,-20.46694,-40.40389,33.4,20.8,3
VILA VELHA,ES,2025,8,-20.46694,-40.40389,28.2,19.4,4
VILA VELHA,ES,2025,9,-20.46694,-40.40389,147.4,55.0,10
VILA VELHA,ES,2025,10,-20.46694,-40.40389,154.4,33.0,14
VILA VELHA,ES,2025,11,-20.46694,-40.40389,35.4,11.8,6
VILA VELHA,ES,2025,12,-20.46694,-40.40389,65.8,29.0,7
VILHENA,RO,2008,8,-12.73472,-60.15778,44.8,44.8,1
VILHENA,RO,2008,9,-12.73472,-60.15778,94.2,55.6,5
VILHENA,RO,2008,10,-12.73472,-60.15778,187.6,47.8,14
VILHENA,RO,2008,11,-12.73472,-60.15778,390.4,118.4,12
VILHENA,RO,2008,12,-12.73472,-60.15778,340.2,70.0,22
VILHENA,RO,2009,1,-12.73472,-60.15778,250.0,44.2,22
VILHENA,RO,2009,2,-12.73472,-60.15778,255.4,34.8,24
VILHENA,RO,2009,3,-12.73472,-60.15778,300.8,33.4,23
VILHENA,RO,2009,4,-12.73472,-60.15778,161.8,31.8,16
VILHENA,RO,2009,5,-12.73472,-60.15778,142.8,60.6,8
VILHENA,RO,2009,6,-12.73472,-60.15778,4.8,1.8,2
VILHENA,RO,2009,7,-12.73472,-60.15778,53.0,34.2,2
VILHENA,RO,2009,8,-12.73472,-60.15778,14.6,13.0,2
VILHENA,RO,2009,9,-12.73472,-60.15778,54.0,21.8,8
VILHENA,RO,2009,10,-12.73472,-60.15778,68.8,19.6,8
VILHENA,RO,2009,11,-12.73472,-60.15778,363.4,90.8,21
VILHENA,RO,2009,12,-12.73472,-60.15778,258.4,48.4,21
VILHENA,RO,2010,1,-12.73472,-60.15778,393.0,76.6,19
VILHENA,RO,2010,3,-12.73472,-60.15778,387.8,129.0,18
VILHENA,RO,2010,4,-12.73472,-60.15778,60.0,26.2,7
VILHENA,RO,2010,5,-12.73472,-60.15778,16.6,10.4,3
VILHENA,RO,2010,6,-12.73472,-60.15778,0.6,0.6,0
VILHENA,RO,2010,7,-12.73472,-60.15778,1.0,1.0,1
VILHENA,RO,2010,8,-12.73472,-60.15778,0.0,0.0,0
VILHENA,RO,2010,9,-12.73472,-60.15778,42.6,19.6,5
VILHENA,RO,2010,10,-12.73472,-60.15778,191.6,43.0,13
VILHENA,RO,2010,11,-12.73472,-60.15778,107.6,43.0,6
VILHENA,RO,2010,12,-12.73472,-60.15778,264.8,39.8,19
VILHENA,RO,2011,1,-12.73472,-60.15778,420.6,63.0,25
VILHENA,RO,2011,2,-12.73472,-60.15778,317.8,54.0,20
VILHENA,RO,2011,3,-12.73472,-60.15778,421.0,67.6,22
VILHENA,RO,2011,4,-12.73472,-60.15778,193.6,44.2,12
VILHENA,RO,2011,5,-12.73472,-60.15778,7.8,6.0,2
VILHENA,RO,2011,6,-12.73472,-60.15778,0.0,0.0,0
VILHENA,RO,2011,7,-12.73472,-60.15778,1.2,1.0,1
VILHENA,RO,2011,8,-12.73472,-60.15778,88.8,46.2,6
VILHENA,RO,2011,9,-12.73472,-60.15778,88.4,21.0,13
VILHENA,RO,2011,10,-12.73472,-60.15778,171.0,66.4,16
VILHENA,RO,2011,11,-12.73472,-60.15778,233.0,64.8,14
VILHENA,RO,2011,12,-12.73472,-60.15778,391.6,52.2,23
VILHENA,RO,2012,1,-12.73472,-60.15778,272.2,61.4,24
VILHENA,RO,2012,2,-12.73472,-60.15778,311.2,87.4,21
VILHENA,RO,2012,3,-12.73472,-60.15778,161.4,21.6,15
VILHENA,RO,2012,4,-12.73472,-60.15778,359.4,131.2,20
VILHENA,RO,2012,5,-12.73472,-60.15778,78.6,35.6,10
VILHENA,RO,2012,6,-12.73472,-60.15778,18.4,8.6,3
VILHENA,RO,2012,7,-12.73472,-60.15778,7.8,7.8,1
VILHENA,RO,2012,8,-12.73472,-60.15778,0.0,0.0,0
VILHENA,RO,2012,9,-12.73472,-60.15778,64.0,19.8,6
VILHENA,RO,2012,10,-12.73472,-60.15778,160.2,61.2,10
VILHENA,RO,2012,11,-12.73472,-60.15778,309.2,68.0,20
VILHENA,RO,2012,12,-12.73472,-60.15778,309.2,85.4,16
VILHENA,RO,2013,1,-12.73472,-60.15778,558.0,99.4,19
VILHENA,RO,2013,2,-12.73472,-60.15778,356.4,34.2,26
VILHENA,RO,2013,3,-12.73472,-60.15778,354.2,70.4,25
VILHENA,RO,2013,4,-12.73472,-60.15778,225.2,51.0,15
VILHENA,RO,2013,5,-12.73472,-60.15778,161.8,73.6,8
VILHENA,RO,2013,6,-12.73472,-60.15778,31.6,10.6,6
VILHENA,RO,2013,7,-12.73472,-60.15778,0.8,0.6,0
VILHENA,RO,2013,8,-12.73472,-60.15778,7.8,6.8,1
VILHENA,RO,2013,9,-12.73472,-60.15778,56.2,14.6,10
VILHENA,RO,2013,10,-12.73472,-60.15778,216.2,46.2,18
VILHENA,RO,2013,11,-12.73472,-60.15778,234.0,35.4,20
VILHENA,RO,2013,12,-12.73472,-60.15778,219.0,31.4,20
VILHENA,RO,2014,1,-12.73472,-60.15778,450.8,89.4,23
VILHENA,RO,2014,2,-12.73472,-60.15778,369.0,58.4,22
VILHENA,RO,2014,3,-12.73472,-60.15778,273.6,40.2,21
VILHENA,RO,2014,4,-12.73472,-60.15778,197.8,44.2,14
VILHENA,RO,2014,5,-12.73472,-60.15778,98.8,21.8,11
VILHENA,RO,2014,6,-12.73472,-60.15778,12.6,9.6,2
VILHENA,RO,2014,7,-12.73472,-60.15778,21.8,12.8,3
VILHENA,RO,2014,8,-12.73472,-60.15778,43.2,24.6,3
VILHENA,RO,2014,9,-12.73472,-60.15778,69.0,26.8,11
VILHENA,RO,2014,10,-12.73472,-60.15778,102.4,38.8,12
VILHENA,RO,2014,11,-12.73472,-60.15778,397.2,53.2,21
VILHENA,RO,2014,12,-12.73472,-60.15778,320.0,59.4,21
VILHENA,RO,2015,1,-12.73472,-60.15778,348.6,59.0,18
VILHENA,RO,2015,2,-12.73472,-60.15778,283.0,55.8,19
VILHENA,RO,2015,3,-12.73472,-60.15778,504.0,64.4,24
VILHENA,RO,2015,4,-12.73472,-60.15778,165.0,21.8,17
VILHENA,RO,2015,5,-12.73472,-60.15778,188.8,41.6,12
VILHENA,RO,2015,6,-12.73472,-60.15778,14.4,12.6,2
VILHENA,RO,2015,7,-12.73472,-60.15778,6.2,4.2,2
VILHENA,RO,2015,8,-12.73472,-60.15778,11.6,8.2,2
VILHENA,RO,2015,9,-12.73472,-60.15778,12.2,8.0,3
VILHENA,RO,2015,12,-12.73472,-60.15778,190.6,44.4,14
VILHENA,RO,2016,1,-12.73472,-60.15778,363.8,93.8,22
VILHENA,RO,2016,2,-12.73472,-60.15778,331.8,55.2,25
VILHENA,RO,2016,3,-12.73472,-60.15778,294.6,37.4,23
VILHENA,RO,2016,6,-12.73472,-60.15778,15.4,7.6,3
VILHENA,RO,2016,7,-12.73472,-60.15778,0.0,0.0,0
VILHENA,RO,2016,8,-12.73472,-60.15778,14.6,8.2,3
VILHENA,RO,2016,9,-12.73472,-60.15778,65.4,46.6,6
VILHENA,RO,2016,12,-12.73472,-60.15778,256.0,57.2,15
VILHENA,RO,2017,1,-12.73472,-60.15778,265.2,40.8,20
VILHENA,RO,2017,2,-12.73472,-60.15778,245.4,57.6,21
VILHENA,RO,2017,3,-12.73472,-60.15778,493.6,73.0,26
VILHENA,RO,2017,4,-12.73472,-60.15778,172.8,44.8,15
VILHENA,RO,2017,5,-12.73472,-60.15778,123.2,57.6,8
VILHENA,RO,2017,6,-12.73472,-60.15778,2.8,2.2,1
VILHENA,RO,2017,7,-12.73472,-60.15778,0.0,0.0,0
VILHENA,RO,2017,8,-12.73472,-60.15778,45.4,41.4,2
VILHENA,RO,2017,9,-12.73472,-60.15778,24.6,11.2,3
VILHENA,RO,2017,10,-12.73472,-60.15778,159.4,45.8,15
VILHENA,RO,2017,11,-12.73472,-60.15778,330.2,47.0,24
VILHENA,RO,2017,12,-12.73472,-60.15778,279.4,48.6,20
VILHENA,RO,2018,1,-12.73472,-60.15778,352.8,66.4,20
VILHENA,RO,2018,2,-12.73472,-60.15778,186.4,26.6,17
VILHENA,RO,2018,3,-12.73472,-60.15778,230.4,60.8,21
VILHENA,RO,2018,4,-12.73472,-60.15778,306.8,53.0,20
VILHENA,RO,2018,5,-12.73472,-60.15778,67.8,34.2,6
VILHENA,RO,2018,6,-12.73472,-60.15778,49.4,48.4,1
VILHENA,RO,2018,7,-12.73472,-60.15778,0.8,0.8,0
VILHENA,RO,2018,8,-12.73472,-60.15778,88.4,36.6,4
VILHENA,RO,2018,9,-12.73472,-60.15778,133.8,41.6,9
VILHENA,RO,2018,10,-12.73472,-60.15778,268.0,55.6,16
VILHENA,RO,2018,11,-12.73472,-60.15778,291.4,41.4,16
VILHENA,RO,2018,12,-12.73472,-60.15778,309.4,64.0,22
VILHENA,RO,2019,1,-12.73486,-60.15778,311.0,49.6,23
VILHENA,RO,2019,2,-12.73486,-60.15778,358.8,47.0,22
VILHENA,RO,2019,3,-12.73486,-60.15778,348.6,57.8,21
VILHENA,RO,2019,4,-12.73486,-60.15778,212.6,51.6,13
VILHENA,RO,2019,5,-12.73486,-60.15778,21.4,10.8,4
VILHENA,RO,2019,6,-12.73486,-60.15778,0.2,0.2,0
VILHENA,RO,2019,11,-12.73486,-60.15778,151.2,40.4,10
VILHENA,RO,2019,12,-12.73486,-60.15778,382.4,95.0,23
VILHENA,RO,2020,1,-12.735,-60.15778,303.2,44.8,24
VILHENA,RO,2020,2,-12.735,-60.15778,466.8,57.8,23
VILHENA,RO,2020,3,-12.735,-60.15778,251.0,48.8,16
VILHENA,RO,2020,4,-12.735,-60.15778,156.2,44.8,12
VILHENA,RO,2020,5,-12.735,-60.15778,73.2,24.2,7
VILHENA,RO,2020,6,-12.735,-60.15778,17.4,15.0,2
VILHENA,RO,2020,7,-12.735,-60.15778,0.2,0.2,0
VILHENA,RO,2020,8,-12.735,-60.15778,3.2,3.0,1
VILHENA,RO,2020,9,-12.735,-60.15778,10.8,7.6,2
VILHENA,RO,2020,10,-12.735,-60.15778,32.2,22.8,3
VILHENA,RO,2020,12,-12.735,-60.15778,84.6,21.0,14
VILHENA,RO,2021,1,-12.735,-60.15778,91.8,40.2,8
VILHENA,RO,2021,3,-12.735,-60.15778,132.6,49.4,9
VILHENA,RO,2021,4,-12.735,-60.15778,112.2,30.6,17
VILHENA,RO,2021,5,-12.735,-60.15778,2.8,0.8,0
VILHENA,RO,2021,6,-12.735,-60.15778,2.8,0.8,0
VILHENA,RO,2021,7,-12.735,-60.15778,0.0,0.0,0
VILHENA,RO,2021,8,-12.735,-60.15778,0.0,0.0,0
VILHENA,RO,2021,9,-12.735,-60.15778,32.2,24.2,3
VILHENA,RO,2022,1,-12.735,-60.15778,350.0,108.4,15
VILHENA,RO,2022,2,-12.735,-60.15778,406.0,75.0,21
VILHENA,RO,2022,3,-12.735,-60.15778,416.6,123.4,20
VILHENA,RO,2022,4,-12.735,-60.15778,63.0,14.8,10
VILHENA,RO,2022,5,-12.735,-60.15778,0.0,0.0,0
VILHENA,RO,2022,6,-12.735,-60.15778,50.0,45.8,3
VILHENA,RO,2022,7,-12.735,-60.15778,0.0,0.0,0
VILHENA,RO,2022,8,-12.735,-60.15778,0.0,0.0,0
VILHENA,RO,2023,6,-12.735,-60.15778,20.0,19.6,1
VILHENA,RO,2023,7,-12.735,-60.15778,0.0,0.0,0
VILHENA,RO,2023,8,-12.735,-60.15778,38.6,24.6,2
VILHENA,RO,2023,9,-12.735,-60.15778,122.2,28.8,12
VILHENA,RO,2023,10,-12.735,-60.15778,212.4,64.6,12
VILHENA,RO,2023,11,-12.735,-60.15778,85.8,23.8,10
VILHENA,RO,2023,12,-12.735,-60.15778,196.4,43.4,16
VILHENA,RO,2024,1,-12.735,-60.15778,414.6,63.0,26
VILHENA,RO,2024,2,-12.735,-60.15778,214.2,35.0,17
VILHENA,RO,2024,3,-12.735,-60.15778,185.8,37.4,18
VILHENA,RO,2024,4,-12.735,-60.15778,167.8,51.6,16
VILHENA,RO,2024,5,-12.735,-60.15778,13.4,7.8,4
VILHENA,RO,2024,6,-12.735,-60.15778,0.0,0.0,0
VILHENA,RO,2024,7,-12.735,-60.15778,0.0,0.0,0
VILHENA,RO,2024,8,-12.735,-60.15778,0.0,0.0,0
VILHENA,RO,2024,9,-12.735,-60.15778,88.6,51.2,6
VILHENA,RO,2024,10,-12.735,-60.15778,204.6,56.4,16
VILHENA,RO,2024,11,-12.735,-60.15778,159.2,39.6,18
VILHENA,RO,2024,12,-12.735,-60.15778,414.0,94.2,23
VILHENA,RO,2025,1,-12.735,-60.15778,383.8,63.0,22
VILHENA,RO,2025,2,-12.735,-60.15778,384.8,87.0,24
VILHENA,RO,2025,3,-12.735,-60.15778,295.0,45.4,20
VILHENA,RO,2025,4,-12.735,-60.15778,20.8,7.6,3
VILHENA,RO,2025,5,-12.735,-60.15778,0.0,0.0,0
VILHENA,RO,2025,6,-12.735,-60.15778,0.0,0.0,0
VILHENA,RO,2025,7,-12.735,-60.15778,0.0,0.0,0
VILHENA,RO,2025,8,-12.735,-60.15778,0.0,0.0,0
VILHENA,RO,2025,9,-12.735,-60.15778,0.0,0.0,0
VITORIA,ES,2006,11,-20.26667,-40.3,193.2,40.4,12
VITORIA,ES,2006,12,-20.26667,-40.3,341.2,101.6,16
VITORIA,ES,2007,1,-20.26667,-40.3,203.2,47.4,10
VITORIA,ES,2007,2,-20.26667,-40.3,96.8,28.8,13
VITORIA,ES,2007,3,-20.26667,-40.3,32.2,16.0,5
VITORIA,ES,2007,4,-20.26667,-40.3,123.4,28.6,12
VITORIA,ES,2007,5,-20.26667,-40.3,20.8,10.0,3
VITORIA,ES,2007,6,-20.26667,-40.3,22.6,16.8,4
VITORIA,ES,2007,7,-20.26667,-40.3,2.4,1.2,1
VITORIA,ES,2007,8,-20.26667,-40.3,40.8,7.6,10
VITORIA,ES,2007,9,-20.26667,-40.3,65.4,20.2,11
VITORIA,ES,2007,10,-20.26667,-40.3,20.6,15.4,2
VITORIA,ES,2007,11,-20.26667,-40.3,121.0,54.0,7
VITORIA,ES,2007,12,-20.26667,-40.3,59.8,13.4,12
VITORIA,ES,2008,1,-20.26667,-40.3,192.4,99.2,13
VITORIA,ES,2008,2,-20.26667,-40.3,157.6,58.4,11
VITORIA,ES,2008,3,-20.26667,-40.3,57.8,16.4,10
VITORIA,ES,2008,4,-20.26667,-40.3,50.0,25.0,6
VITORIA,ES,2008,5,-20.26667,-40.3,41.2,28.0,3
VITORIA,ES,2008,6,-20.26667,-40.3,47.6,36.8,5
VITORIA,ES,2008,7,-20.26667,-40.3,21.0,7.2,4
VITORIA,ES,2008,8,-20.26667,-40.3,30.6,14.2,5
VITORIA,ES,2008,9,-20.26667,-40.3,35.6,7.6,7
VITORIA,ES,2008,10,-20.26667,-40.3,116.2,41.2,9
VITORIA,ES,2008,11,-20.26667,-40.3,624.2,103.0,18
VITORIA,ES,2008,12,-20.26667,-40.3,134.0,26.0,13
VITORIA,ES,2009,1,-20.26667,-40.3,279.6,64.4,14
VITORIA,ES,2009,2,-20.26667,-40.3,61.2,17.8,7
VITORIA,ES,2009,3,-20.26667,-40.3,240.0,34.0,13
VITORIA,ES,2009,4,-20.26667,-40.3,223.6,80.0,12
VITORIA,ES,2009,5,-20.26667,-40.3,56.0,25.2,7
VITORIA,ES,2009,6,-20.26667,-40.3,54.0,33.4,5
VITORIA,ES,2009,7,-20.26667,-40.3,52.8,25.2,6
VITORIA,ES,2009,8,-20.26667,-40.3,92.2,34.8,9
VITORIA,ES,2009,9,-20.26667,-40.3,22.0,10.2,5
VITORIA,ES,2009,10,-20.26667,-40.3,539.6,137.0,7
VITORIA,ES,2009,11,-20.26667,-40.3,115.8,73.6,5
VITORIA,ES,2009,12,-20.26667,-40.3,168.2,89.6,8
VITORIA,ES,2010,1,-20.26667,-40.3,1.0,0.6,0
VITORIA,ES,2010,2,-20.26667,-40.3,37.0,12.4,7
VITORIA,ES,2010,3,-20.26667,-40.3,357.4,124.2,14
VITORIA,ES,2010,4,-20.26667,-40.3,164.0,58.8,11
VITORIA,ES,2010,5,-20.26667,-40.3,124.8,52.4,6
VITORIA,ES,2010,6,-20.26667,-40.3,52.0,13.8,6
VITORIA,ES,2010,7,-20.26667,-40.3,117.8,33.4,15
VITORIA,ES,2010,8,-20.26667,-40.3,14.4,12.0,2
VITORIA,ES,2010,9,-20.26667,-40.3,28.4,12.4,5
VITORIA,ES,2010,10,-20.26667,-40.3,52.8,17.6,6
VITORIA,ES,2010,11,-20.26667,-40.3,268.0,69.0,15
VITORIA,ES,2010,12,-20.26667,-40.3,212.2,112.2,8
VITORIA,ES,2011,1,-20.26667,-40.3,48.2,13.6,9
VITORIA,ES,2011,2,-20.26667,-40.3,72.6,23.2,7
VITORIA,ES,2011,3,-20.26667,-40.3,303.6,61.4,18
VITORIA,ES,2011,4,-20.26667,-40.3,419.4,105.8,15
VITORIA,ES,2011,5,-20.26667,-40.3,38.8,22.4,4
VITORIA,ES,2011,6,-20.26667,-40.3,53.4,22.4,5
VITORIA,ES,2011,7,-20.26667,-40.3,36.6,26.6,4
VITORIA,ES,2011,8,-20.26667,-40.3,20.6,8.4,4
VITORIA,ES,2011,9,-20.26667,-40.3,42.4,34.4,4
VITORIA,ES,2011,10,-20.26667,-40.3,167.4,26.4,15
VITORIA,ES,2011,11,-20.26667,-40.3,264.8,98.0,13
VITORIA,ES,2011,12,-20.26667,-40.3,264.2,101.2,14
VITORIA,ES,2012,1,-20.26667,-40.3,414.4,110.2,13
VITORIA,ES,2012,2,-20.26667,-40.3,86.2,23.6,9
VITORIA,ES,2012,3,-20.26667,-40.3,33.0,9.4,8
VITORIA,ES,2012,4,-20.26667,-40.3,22.2,9.6,6
VITORIA,ES,2012,5,-20.26667,-40.3,328.0,200.6,14
VITORIA,ES,2012,6,-20.26667,-40.3,101.0,54.0,6
VITORIA,ES,2012,7,-20.26667,-40.3,53.8,19.2,5
VITORIA,ES,2012,8,-20.26667,-40.3,280.0,64.6,20
VITORIA,ES,2012,9,-20.26667,-40.3,36.4,21.6,5
VITORIA,ES,2012,10,-20.26667,-40.3,46.6,24.4,8
VITORIA,ES,2012,11,-20.26667,-40.3,433.4,182.4,21
VITORIA,ES,2012,12,-20.26667,-40.3,27.0,17.2,3
VITORIA,ES,2013,1,-20.26667,-40.3,229.0,132.6,13
VITORIA,ES,2013,2,-20.26667,-40.3,21.6,8.4,5
VITORIA,ES,2013,3,-20.26667,-40.3,449.6,260.6,11
VITORIA,ES,2013,4,-20.26667,-40.3,78.8,25.0,12
VITORIA,ES,2013,5,-20.26667,-40.3,58.4,18.0,5
VITORIA,ES,2013,6,-20.26667,-40.3,43.8,24.8,4
VITORIA,ES,2013,7,-20.26667,-40.3,70.8,25.0,8
VITORIA,ES,2013,8,-20.26667,-40.3,95.0,36.6,7
VITORIA,ES,2013,9,-20.26667,-40.3,23.8,5.2,7
VITORIA,ES,2013,10,-20.26667,-40.3,81.2,23.4,11
VITORIA,ES,2013,11,-20.26667,-40.3,308.6,149.2,16
VITORIA,ES,2013,12,-20.26667,-40.3,746.4,132.0,20
VITORIA,ES,2014,1,-20.26667,-40.3,62.0,35.0,4
VITORIA,ES,2014,2,-20.26667,-40.3,50.8,21.2,8
VITORIA,ES,2014,3,-20.26667,-40.3,95.4,31.4,11
VITORIA,ES,2014,4,-20.26667,-40.3,143.2,43.0,8
VITORIA,ES,2014,5,-20.26667,-40.3,13.8,4.2,5
VITORIA,ES,2014,6,-20.26667,-40.3,34.0,18.2,5
VITORIA,ES,2014,7,-20.26667,-40.3,99.4,14.4,15
VITORIA,ES,2014,8,-20.26667,-40.3,83.2,27.4,7
VITORIA,ES,2014,9,-20.26667,-40.3,31.6,11.8,7
VITORIA,ES,2014,10,-20.26667,-40.3,324.4,140.6,12
VITORIA,ES,2014,11,-20.26667,-40.3,58.8,25.2,5
VITORIA,ES,2014,12,-20.26667,-40.3,113.2,53.2,4
VITORIA,ES,2015,1,-20.26667,-40.3,0.0,0.0,0
VITORIA,ES,2015,2,-20.26667,-40.3,52.4,27.2,6
VITORIA,ES,2015,3,-20.26667,-40.3,69.2,44.8,5
VITORIA,ES,2015,4,-20.26667,-40.3,44.2,20.8,6
VITORIA,ES,2015,5,-20.26667,-40.3,186.8,37.6,16
VITORIA,ES,2015,7,-20.26667,-40.3,19.2,5.8,5
VITORIA,ES,2015,8,-20.26667,-40.3,70.8,18.2,10
VITORIA,ES,2015,9,-20.26667,-40.3,25.6,6.8,5
VITORIA,ES,2015,10,-20.26667,-40.3,55.8,35.0,4
VITORIA,ES,2015,11,-20.26667,-40.3,49.0,15.8,7
