codigo_ibge,municipio,uf,regiao,ano,mes,grupo_desastre,reconhecido,mortos,afetados,prejuizo
4215406,Salto Veloso,SC,Sul,1991,1,ESTIAGEM_SECA,False,0,0,0.0
4313102,Nova Palma,RS,Sul,1991,1,ESTIAGEM_SECA,False,0,0,0.0
4304952,Caseiros,RS,Sul,1991,1,ESTIAGEM_SECA,False,0,0,0.0
4208609,Jaborá,SC,Sul,1991,1,ESTIAGEM_SECA,False,0,0,0.0
4207650,Iporã do Oeste,SC,Sul,1991,1,ESTIAGEM_SECA,False,0,0,0.0
4210902,Modelo,SC,Sul,1991,1,ESTIAGEM_SECA,False,0,0,0.0
4211405,Nova Erechim,SC,Sul,1991,1,ESTIAGEM_SECA,False,0,0,0.0
4215208,Romelândia,SC,Sul,1991,1,ESTIAGEM_SECA,False,0,0,0.0
1200401,Rio Branco,AC,Norte,1991,1,ENXURRADA,False,0,0,0.0
4316204,Rondinha,RS,Sul,1991,1,ESTIAGEM_SECA,False,0,0,0.0
4203105,Caibi,SC,Sul,1991,1,ESTIAGEM_SECA,False,0,0,0.0
4216701,São José do Cedro,SC,Sul,1991,1,ESTIAGEM_SECA,False,0,0,0.0
4217303,Saudades,SC,Sul,1991,1,ESTIAGEM_SECA,False,0,0,0.0
4304903,Casca,RS,Sul,1991,1,ESTIAGEM_SECA,False,0,0,0.0
4318606,São José do Ouro,RS,Sul,1991,1,ESTIAGEM_SECA,False,0,0,0.0
4204400,Coronel Freitas,SC,Sul,1991,1,ESTIAGEM_SECA,False,0,0,0.0
4204905,Descanso,SC,Sul,1991,1,ESTIAGEM_SECA,False,0,0,0.0
4212106,Palmitos,SC,Sul,1991,1,ESTIAGEM_SECA,False,0,0,0.0
4308052,Faxinalzinho,RS,Sul,1991,1,ESTIAGEM_SECA,False,0,0,0.0
4308508,Frederico Westphalen,RS,Sul,1991,1,ESTIAGEM_SECA,False,0,0,0.0
4311155,Jóia,RS,Sul,1991,1,ESTIAGEM_SECA,False,0,0,0.0
4311700,Machadinho,RS,Sul,1991,1,ESTIAGEM_SECA,False,0,0,0.0
4321857,Três Palmeiras,RS,Sul,1991,1,ESTIAGEM_SECA,False,0,0,0.0
4317707,Santo Antônio das Missões,RS,Sul,1991,1,ESTIAGEM_SECA,False,0,0,0.0
4312302,Miraguaí,RS,Sul,1991,1,ESTIAGEM_SECA,False,0,0,0.0
4216909,São Lourenço do Oeste,SC,Sul,1991,1,VENDAVAL_CICLONE,False,0,500,0.0
3305802,Teresópolis,RJ,Sudeste,1991,1,ENXURRADA,False,0,0,0.0
4300455,Alegria,RS,Sul,1991,2,ESTIAGEM_SECA,False,0,0,0.0
4310702,Itatiba do Sul,RS,Sul,1991,2,ESTIAGEM_SECA,False,0,0,0.0
4322202,Tupanciretã,RS,Sul,1991,2,ESTIAGEM_SECA,False,0,0,0.0
3201209,Cachoeiro de Itapemirim,ES,Sudeste,1991,2,INUNDACAO,False,0,0,0.0
4301206,Arroio do Tigre,RS,Sul,1991,2,ESTIAGEM_SECA,False,0,0,0.0
4318101,São Francisco de Assis,RS,Sul,1991,2,ESTIAGEM_SECA,False,0,0,0.0
4320107,Sarandi,RS,Sul,1991,2,ESTIAGEM_SECA,False,0,0,0.0
4207700,Ipumirim,SC,Sul,1991,2,ESTIAGEM_SECA,False,0,0,0.0
4214201,Quilombo,SC,Sul,1991,2,ESTIAGEM_SECA,False,0,0,0.0
4217550,Serra Alta,SC,Sul,1991,2,ESTIAGEM_SECA,False,0,0,0.0
4200051,Abdon Batista,SC,Sul,1991,2,ESTIAGEM_SECA,False,0,0,0.0
4200101,Abelardo Luz,SC,Sul,1991,2,ESTIAGEM_SECA,False,0,0,0.0
4204004,Catanduvas,SC,Sul,1991,2,ESTIAGEM_SECA,False,0,0,0.0
4204558,Correia Pinto,SC,Sul,1991,2,ESTIAGEM_SECA,False,0,0,0.0
4205001,Dionísio Cerqueira,SC,Sul,1991,2,ESTIAGEM_SECA,False,0,0,0.0
4205308,Faxinal dos Guedes,SC,Sul,1991,2,ESTIAGEM_SECA,False,0,0,0.0
4206603,Guarujá do Sul,SC,Sul,1991,2,ESTIAGEM_SECA,False,0,0,0.0
4207759,Iraceminha,SC,Sul,1991,2,ESTIAGEM_SECA,False,0,0,0.0
4209003,Joaçaba,SC,Sul,1991,2,ESTIAGEM_SECA,False,0,0,0.0
4209300,Lages,SC,Sul,1991,2,ESTIAGEM_SECA,False,0,0,0.0
4212007,Palma Sola,SC,Sul,1991,2,ESTIAGEM_SECA,False,0,0,0.0
4212601,Peritiba,SC,Sul,1991,2,ESTIAGEM_SECA,False,0,0,0.0
4212908,Pinhalzinho,SC,Sul,1991,2,ESTIAGEM_SECA,False,0,0,0.0
4213302,Ponte Alta,SC,Sul,1991,2,ESTIAGEM_SECA,False,0,0,0.0
4216909,São Lourenço do Oeste,SC,Sul,1991,2,ESTIAGEM_SECA,False,0,0,0.0
4218251,Timbó Grande,SC,Sul,1991,2,ESTIAGEM_SECA,False,0,0,0.0
4218509,Treze Tílias,SC,Sul,1991,2,ESTIAGEM_SECA,False,0,0,0.0
4304101,Campos Borges,RS,Sul,1991,2,ESTIAGEM_SECA,False,0,0,0.0
4313805,Palmitinho,RS,Sul,1991,2,ESTIAGEM_SECA,False,0,0,0.0
4314605,Piratini,RS,Sul,1991,2,ESTIAGEM_SECA,False,0,0,0.0
4125902,São Pedro do Paraná,PR,Sul,1991,2,ENXURRADA,False,0,75,0.0
4300638,Amaral Ferrador,RS,Sul,1991,2,ESTIAGEM_SECA,False,0,0,0.0
4303707,Campina das Missões,RS,Sul,1991,2,ESTIAGEM_SECA,False,0,0,0.0
4314209,Pedro Osório,RS,Sul,1991,2,ESTIAGEM_SECA,False,0,0,0.0
4317509,Santo Ângelo,RS,Sul,1991,2,ESTIAGEM_SECA,False,0,0,0.0
4318051,São Domingos do Sul,RS,Sul,1991,2,ESTIAGEM_SECA,False,0,0,0.0
4321006,Tapera,RS,Sul,1991,2,ESTIAGEM_SECA,False,0,0,0.0
4321808,Três de Maio,RS,Sul,1991,2,ESTIAGEM_SECA,False,0,0,0.0
5107859,São Félix do Araguaia,MT,Centro-Oeste,1991,2,ENXURRADA,False,0,58,0.0
5108402,Várzea Grande,MT,Centro-Oeste,1991,2,ENXURRADA,False,0,320,0.0
4301503,Augusto Pestana,RS,Sul,1991,2,ESTIAGEM_SECA,False,0,0,0.0
4305009,Catuípe,RS,Sul,1991,2,ESTIAGEM_SECA,False,0,0,0.0
4310850,Jaboticaba,RS,Sul,1991,2,ESTIAGEM_SECA,False,0,0,0.0
4304507,Canguçu,RS,Sul,1991,2,ESTIAGEM_SECA,False,0,0,0.0
4306932,Entre-Ijuís,RS,Sul,1991,2,ESTIAGEM_SECA,False,0,0,0.0
4312708,Nonoai,RS,Sul,1991,2,ESTIAGEM_SECA,False,0,0,0.0
4317202,Santa Rosa,RS,Sul,1991,2,ESTIAGEM_SECA,False,0,0,0.0
4317400,Santiago,RS,Sul,1991,2,ESTIAGEM_SECA,False,0,0,0.0
4300307,Alecrim,RS,Sul,1991,2,ESTIAGEM_SECA,False,0,0,0.0
4307807,Estrela,RS,Sul,1991,2,ESTIAGEM_SECA,False,0,0,0.0
4315008,Porto Lucena,RS,Sul,1991,2,ESTIAGEM_SECA,False,0,0,0.0
4315909,Rodeio Bonito,RS,Sul,1991,2,ESTIAGEM_SECA,False,0,0,0.0
4321329,Taquaruçu do Sul,RS,Sul,1991,2,ESTIAGEM_SECA,False,0,0,0.0
4322301,Tuparendi,RS,Sul,1991,2,ESTIAGEM_SECA,False,0,0,0.0
4323507,Vista Alegre,RS,Sul,1991,2,ESTIAGEM_SECA,False,0,0,0.0
4301800,Barracão,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4302006,Barros Cassal,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4303301,Caibaté,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4304309,Cândido Godói,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4305207,Cerro Largo,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4305900,Coronel Bicaco,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4307054,Ernestina,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4307302,Erval Seco,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4308805,General Câmara,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4309001,Giruá,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4309506,Guarani das Missões,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4309803,Ibiaçá,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4310405,Independência,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4311601,Liberato Salzano,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4314456,Pinhal,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4314555,Pirapó,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4316303,Roque Gonzales,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4316600,Sananduva,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4317905,Santo Cristo,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4320404,Serafina Corrêa,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4321956,Trindade do Sul,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4203600,Campos Novos,SC,Sul,1991,3,VENDAVAL_CICLONE,False,0,0,0.0
4321402,Tenente Portela,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4301651,Barão,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4304705,Carazinho,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4306957,Entre Rios do Sul,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4309605,Horizontina,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4314308,Pejuçara,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4315404,Redentora,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4316451,Salto do Jacuí,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4318424,São João da Urtiga,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4319208,São Nicolau,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4320206,Seberi,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4320701,Sobradinho,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4305157,Cerro Grande,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4305405,Chiapetta,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4305504,Ciríaco,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4310009,Ibirubá,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4311908,Marcelino Ramos,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4318440,São Jorge,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4319158,São Miguel das Missões,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4201604,Arroio Trinta,SC,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4302204,Boa Vista do Buricá,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4302600,Braga,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4303202,Cacique Doble,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4303400,Caiçara,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4303905,Campo Bom,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4305306,Chapada,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4305603,Colorado,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4305702,Condor,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4305801,Constantina,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4306007,Crissiumal,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4306734,Doutor Maurício Cardoso,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4307500,Espumoso,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4308300,Fontoura Xavier,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4308458,Fortaleza dos Valos,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4308904,Getúlio Vargas,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4311106,Jaguari,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4313607,Paim Filho,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4320503,Sertão,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4322103,Tucunduva,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4322251,Tupandi,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4304200,Candelária,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4307203,Erval Grande,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4307559,Estação,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4309902,Ibiraiaras,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4311809,Marau,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4312658,Não-Me-Toque,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4315354,Quinze de Novembro,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4316709,Santa Bárbara do Sul,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4317806,Santo Augusto,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4318309,São Gabriel,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4319109,São Martinho,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4321907,Três Passos,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4200804,Anchieta,SC,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4210555,Marema,SC,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4213401,Ponte Serrada,SC,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4300505,Alpestre,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4302402,Bom Retiro do Sul,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4302808,Caçapava do Sul,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4306973,Erebango,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4309951,Ibirapuitã,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4310504,Iraí,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4311205,Júlio de Castilhos,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4311254,Lagoão,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4313904,Panambi,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4314704,Planalto,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4316436,Saldanha Marinho,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4320230,Sede Nova,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4320602,Severiano de Almeida,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4322152,Tunas,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4322558,Vanini,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4323705,Vista Gaúcha,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4320800,Soledade,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4317004,Santana da Boa Vista,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4319307,São Paulo das Missões,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4120358,Pranchita,PR,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4306908,Encruzilhada do Sul,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4307005,Erechim,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4307864,Fagundes Varela,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4308706,Gaurama,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4309704,Humaitá,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4310900,Jacutinga,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4312005,Mariano Moro,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4314001,Paraí,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4315800,Roca Sales,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4318465,São José do Herval,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4319703,São Valentim,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4320305,Selbach,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4320909,Tapejara,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4321451,Teutônia,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4321634,Três Arroios,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4322905,Viadutos,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4323408,Vila Maria,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4214409,Rio das Antas,SC,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4303806,Campinas do Sul,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4320651,Silveira Martins,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4102604,Barracão,PR,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4300901,Aratiba,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4301701,Barão de Cotegipe,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4310553,Itacurubi,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4301305,Arroio Grande,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4310306,Ilópolis,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4307450,Esperança do Sul,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4312807,Nova Araçá,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4313037,Nova Esperança do Sul,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4300802,Antônio Prado,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4306056,Cristal,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4306353,Dezesseis de Novembro,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4313003,Nova Bréscia,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4315107,Porto Xavier,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4315206,Putinga,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4316501,Salvador do Sul,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4307831,Eugênio de Castro,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4312351,Montauri,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4316105,Ronda Alta,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4103602,Cambará,PR,Sul,1991,3,ENXURRADA,False,0,2000,0.0
3529401,Mauá,SP,Sudeste,1991,3,ENXURRADA,False,4,4,0.0
4300554,Alto Alegre,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4301552,Áurea,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4303558,Camargo,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4305132,Cerro Branco,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4306205,Cruzeiro do Sul,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4308201,Flores da Cunha,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4320263,Segredo,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4210308,Major Vieira,SC,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4315131,Pouso Novo,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4301008,Arroio do Meio,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4309258,Guabiju,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4313300,Nova Prata,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4314506,Pinheiro Machado,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4200408,Água Doce,SC,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4200507,Águas de Chapecó,SC,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4201000,Anita Garibaldi,SC,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4203501,Campo Erê,SC,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4203600,Campos Novos,SC,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4204103,Caxambu do Sul,SC,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4204152,Celso Ramos,SC,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4204202,Chapecó,SC,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4204806,Curitibanos,SC,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4205209,Erval Velho,SC,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4205506,Fraiburgo,SC,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4205605,Galvão,SC,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4206405,Guaraciaba,SC,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4206702,Herval dOeste,SC,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4206801,Ibicaré,SC,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4207601,Ipira,SC,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4208005,Itá,SC,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4208401,Itapiranga,SC,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4209201,Lacerdópolis,SC,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4209854,Lindóia do Sul,SC,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4211801,Ouro,SC,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4213005,Pinheiro Preto,SC,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4213104,Piratuba,SC,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4213906,Presidente Castello Branco,SC,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4216107,São Domingos,SC,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4216800,São José do Cerrito,SC,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4217501,Seara,SC,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4217907,Tangará,SC,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4219705,Xaxim,SC,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4300703,Anta Gorda,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4315156,Progresso,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4312906,Nova Bassano,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4315453,Relvado,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
5103403,Cuiabá,MT,Centro-Oeste,1991,3,INUNDACAO,False,0,400,0.0
4107504,Engenheiro Beltrão,PR,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4308607,Garibaldi,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4306809,Encantado,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4311304,Lagoa Vermelha,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4314159,Paverama,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4323200,Victor Graeff,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4300661,André da Rocha,RS,Sul,1991,3,ESTIAGEM_SECA,False,0,0,0.0
4309753,Ibarama,RS,Sul,1991,4,ESTIAGEM_SECA,False,0,0,0.0
4315701,Rio Pardo,RS,Sul,1991,4,ESTIAGEM_SECA,False,0,0,0.0
4323101,Vicente Dutra,RS,Sul,1991,4,ESTIAGEM_SECA,False,0,0,0.0
3202108,Ecoporanga,ES,Sudeste,1991,4,ENXURRADA,False,0,0,0.0
3203163,Laranja da Terra,ES,Sudeste,1991,4,ENXURRADA,False,0,0,0.0
3203601,Mucurici,ES,Sudeste,1991,4,ENXURRADA,False,0,0,0.0
3203908,Nova Venécia,ES,Sudeste,1991,4,ENXURRADA,False,0,0,0.0
3204302,Presidente Kennedy,ES,Sudeste,1991,4,ENXURRADA,False,0,0,0.0
3204708,São Gabriel da Palha,ES,Sudeste,1991,4,ENXURRADA,False,0,0,0.0
4300109,Agudo,RS,Sul,1991,4,ESTIAGEM_SECA,False,0,0,0.0
4309407,Guaporé,RS,Sul,1991,4,ESTIAGEM_SECA,False,0,0,0.0
4318804,São Lourenço do Sul,RS,Sul,1991,4,ESTIAGEM_SECA,False,0,0,0.0
4308003,Faxinal do Soturno,RS,Sul,1991,4,ESTIAGEM_SECA,False,0,0,0.0
4310751,Ivorá,RS,Sul,1991,4,ESTIAGEM_SECA,False,0,0,0.0
4312609,Muçum,RS,Sul,1991,4,ESTIAGEM_SECA,False,0,0,0.0
4319802,São Vicente do Sul,RS,Sul,1991,4,ESTIAGEM_SECA,False,0,0,0.0
2504009,Campina Grande,PB,Nordeste,1991,4,ENXURRADA,False,0,0,0.0
4302501,Bossoroca,RS,Sul,1991,4,ESTIAGEM_SECA,False,0,0,0.0
4311403,Lajeado,RS,Sul,1991,4,ESTIAGEM_SECA,False,0,0,0.0
4304804,Carlos Barbosa,RS,Sul,1991,4,ESTIAGEM_SECA,False,0,0,0.0
3204906,São Mateus,ES,Sudeste,1991,4,VENDAVAL_CICLONE,False,0,0,0.0
5008305,Três Lagoas,MS,Centro-Oeste,1991,4,ENXURRADA,False,0,0,0.0
5107859,São Félix do Araguaia,MT,Centro-Oeste,1991,4,ENXURRADA,False,0,148,0.0
4302303,Bom Jesus,RS,Sul,1991,4,ESTIAGEM_SECA,False,0,0,0.0
4304663,Capão do Leão,RS,Sul,1991,4,ESTIAGEM_SECA,False,0,0,0.0
4301404,Arvorezinha,RS,Sul,1991,4,ESTIAGEM_SECA,False,0,0,0.0
